Additional_Number_of_Scoring,Average_Score,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags
541,7.9,23,6792,5,9,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1005,8.3,2,3469,20,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
305,8.3,18,1719,7,12,"[' Leisure trip ', ' Couple ', ' Luxury Four Poster ', ' Stayed 1 night ']"
181,8.5,0,1284,12,1,"[' Leisure trip ', ' Solo traveler ', ' Comfort Twin Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
77,8.9,0,470,6,2,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 1 night ']"
687,8.9,31,2752,8,3,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1322,8.4,46,6117,18,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
199,8.4,0,2692,18,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
803,8.4,23,3911,29,7,"[' Leisure trip ', ' Group ', ' Executive Queen Room with Balcony ', ' Stayed 5 nights ']"
353,8.5,21,3583,11,20,"[' Leisure trip ', ' Couple ', ' Superior Room with Queen Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
235,9.3,0,769,65,5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
289,8.7,0,1161,11,6,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
258,8.1,2,1018,11,10,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
2623,8.7,3,12158,9,1,"[' Leisure trip ', ' Family with older children ', ' Studio Triple ', ' Stayed 5 nights ']"
160,8.1,16,1632,19,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']"
105,8.3,68,1068,7,18,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']"
88,9.5,21,319,9,1,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
461,9.2,0,1592,48,2,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
22,8.1,15,241,11,18,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
58,8.9,16,920,17,5,"[' Leisure trip ', ' Couple ', ' Double Room Intemporelle ', ' Stayed 3 nights ']"
234,6.9,26,1884,6,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
514,8.2,9,2665,3,36,"[' Leisure trip ', ' Family with young children ', ' Family Room 2 Adults 2 Children ', ' Stayed 2 nights ']"
387,8.9,0,2695,9,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
803,8.4,6,3911,61,3,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 4 nights ']"
1485,7.5,30,6977,48,2,"[' Leisure trip ', ' Solo traveler ', ' King Hilton Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
628,8.1,46,2312,0,2,"[' Leisure trip ', ' Couple ', ' Double Room Non Smoking ', ' Stayed 4 nights ']"
628,8.1,0,2312,10,5,"[' Business trip ', ' Solo traveler ', ' Standard Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
102,8.5,13,1886,14,27,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ']"
191,7.8,0,2241,6,15,"[' Leisure trip ', ' Solo traveler ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
208,8.8,6,1693,4,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room with Terrace ', ' Stayed 2 nights ']"
853,8.4,21,2726,6,7,"[' Leisure trip ', ' Family with young children ', ' One Bedroom Queen Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
97,7.4,0,576,5,2,"[' Leisure trip ', ' Couple ', ' Deluxe Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
256,8.4,6,2254,7,1,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
989,8.4,19,4660,23,4,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']"
995,8.1,35,3826,4,3,"[' Leisure trip ', ' Couple ', ' Deluxe Queen Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
278,8.4,19,1971,26,15,"[' Leisure trip ', ' Couple ', ' Superior Room with canal view ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
269,8.1,2,5265,3,1,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
105,8.9,40,1267,42,3,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
199,8.4,25,2692,49,54,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ']"
73,9.1,0,619,7,1,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
220,9.1,4,902,109,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
220,8.3,3,844,13,10,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
97,8.8,0,538,3,2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 2 nights ']"
78,8.3,40,604,43,2,"[' Leisure trip ', ' Family with young children ', ' Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
294,8.7,25,1271,16,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
122,8.9,6,858,6,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1005,8.3,0,3469,8,1,"[' Family with older children ', ' Double Room with Sofa Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
215,8.8,101,1420,51,1,"[' Leisure trip ', ' Couple ', ' Double Room with Courtyard View ', ' Stayed 3 nights ']"
1058,7.7,0,4380,6,1,"[' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
258,8.1,0,1018,23,3,"[' Leisure trip ', ' Couple ', ' Double Room with River View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
740,7.4,17,5575,2,42,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Double Bed ', ' Stayed 1 night ']"
233,8.7,44,917,9,3,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
229,8.9,0,2369,6,1,"[' Leisure trip ', ' Family with young children ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
244,9.3,6,1835,0,1,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']"
472,8,0,1378,17,41,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']"
90,8.4,0,728,15,2,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
2682,7.1,13,9086,16,6,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 14 nights ']"
487,8.8,41,1805,23,2,"[' Leisure trip ', ' Group ', ' Queen Guest Room ', ' Stayed 2 nights ']"
710,7.9,7,6511,26,1,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
109,8.1,0,926,22,2,"[' Leisure trip ', ' Family with young children ', ' Triple Room 2 Adults 1 Child ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
918,8.4,8,4117,30,18,"[' Leisure trip ', ' Solo traveler ', ' Small Queen Room ', ' Stayed 3 nights ']"
264,7.4,4,1328,0,3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']"
500,9.1,0,2113,4,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
245,7.5,337,2362,25,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']"
332,8.7,21,1449,17,5,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']"
620,9,2,1974,4,1,"[' Leisure trip ', ' Family with young children ', ' Superior King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
228,8.5,0,2279,54,7,"[' With a pet ', ' Leisure trip ', ' Family with young children ', ' Family Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
388,8.4,11,1708,5,1,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
166,8.3,0,561,15,10,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 3 nights ']"
94,9.2,0,742,11,1,"[' Leisure trip ', ' Couple ', ' Studio Suite ', ' Stayed 4 nights ']"
56,9,49,185,7,6,"[' Leisure trip ', ' Family with young children ', ' Junior Suite with Park View ', ' Stayed 1 night ']"
298,8.5,26,3550,19,35,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
710,7.9,4,6511,14,7,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
114,8.3,20,1093,11,11,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room 1 2 Adults ', ' Stayed 7 nights ']"
538,8.2,28,3342,7,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
421,9.2,12,1740,5,6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
298,8.5,5,3550,8,8,"[' Family with older children ', ' Family Room ', ' Stayed 3 nights ']"
189,9.2,17,781,9,2,"[' Leisure trip ', ' Family with young children ', ' Superior Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
704,8.8,4,2617,6,10,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
9,8.7,20,59,0,8,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ']"
106,8.3,6,1135,5,4,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
149,8.5,20,956,6,1,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
904,8.1,76,16670,30,2,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
601,8.5,19,4032,6,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ']"
77,9.1,0,338,26,41,"[' Leisure trip ', ' Couple ', ' Classic Double Room with Shower ', ' Stayed 1 night ']"
199,8.6,2,1424,22,14,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
15,8.2,40,172,12,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']"
838,8.4,35,3274,0,11,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']"
38,9.1,2,206,18,37,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
409,8.3,31,1592,19,1,"[' Leisure trip ', ' Group ', ' Standard Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
634,7.9,11,4065,6,1,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1444,7.8,0,5726,34,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']"
228,8.5,0,2279,7,11,"[' Leisure trip ', ' Solo traveler ', ' Classic Room ', ' Stayed 1 night ']"
532,8.6,7,4276,17,4,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
1444,7.8,7,5726,7,30,"[' Business trip ', ' Group ', ' Standard Twin Room ', ' Stayed 3 nights ']"
514,8.2,46,2665,94,32,"[' Leisure trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 1 night ']"
207,8.5,11,2601,8,14,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']"
441,7.5,23,1891,4,8,"[' Business trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 2 nights ']"
241,7.7,4,1574,2,23,"[' Business trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']"
188,9.1,0,1708,9,1,"[' Business trip ', ' Group ', ' Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']"
660,8.4,6,2902,11,1,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
237,8.5,16,947,19,1,"[' Leisure trip ', ' Solo traveler ', ' Classic Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
141,9.2,0,803,18,2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room Canal View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
947,8.7,18,8177,12,1,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ']"
153,8.4,35,476,6,2,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room with Park View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
315,9.4,0,1021,10,2,"[' Leisure trip ', ' Family with young children ', ' Two Bedroom Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
137,8.4,6,1538,0,2,"[' Business trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
391,8.8,22,4887,13,3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
125,8.3,76,687,8,12,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ']"
1195,8.3,12,4684,0,2,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
34,7.5,7,607,20,8,"[' Leisure trip ', ' Couple ', ' Privilege Room with 1 Double Bed ', ' Stayed 1 night ']"
26,9.2,19,196,21,6,"[' Leisure trip ', ' Couple ', ' Prestige Double or Twin Room ', ' Stayed 2 nights ']"
843,7.8,12,3801,11,1,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
220,8.3,0,844,11,10,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']"
690,8.6,4,2890,4,13,"[' Leisure trip ', ' Couple ', ' Dorsett Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
694,8.7,23,2332,13,4,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']"
63,8.8,3,560,32,1,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
930,8.9,2,2836,5,4,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with Water View ', ' Stayed 1 night ']"
1444,7.8,2,5726,2,3,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
843,7.8,15,3801,7,1,"[' Leisure trip ', ' Couple ', ' Double Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
601,8.5,10,4032,5,28,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
404,8.6,0,1593,11,1,"[' Business trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 1 night ']"
415,8.4,8,3340,10,4,"[' Leisure trip ', ' Group ', ' Standard Room 1 2 adults ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
41,9,8,280,28,2,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 4 nights ']"
1831,8.1,14,7105,29,3,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
153,9.2,0,835,21,1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']"
303,8.9,0,1110,34,1,"[' Leisure trip ', ' Family with older children ', ' King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
514,8.2,0,2665,13,2,"[' Leisure trip ', ' Family with older children ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
346,9,15,1283,6,2,"[' Leisure trip ', ' Family with young children ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
411,8.9,6,1738,12,3,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
728,8.9,0,3168,13,2,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ']"
713,8.3,5,2826,6,4,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
353,8.5,0,3583,3,5,"[' Leisure trip ', ' Family with older children ', ' Superior Room with Queensize Bed and Single Sofa Bed 2 Adults 1 Child ', ' Stayed 4 nights ']"
245,7.5,0,2362,45,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
681,8.9,0,2692,16,11,"[' Business trip ', ' Solo traveler ', ' Small Queen Room ', ' Stayed 1 night ']"
174,8.6,10,833,2,10,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
220,8.3,119,844,154,3,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 4 nights ']"
40,9.3,49,252,36,2,"[' Leisure trip ', ' Couple ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
379,8.9,8,3774,25,9,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
514,8.2,5,2665,12,1,"[' Leisure trip ', ' Family with older children ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1444,7.8,3,5726,28,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
390,8,0,1894,2,24,"[' Leisure trip ', ' Group ', ' Room Selected at Check In ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
152,9,0,1682,7,1,"[' Business trip ', ' Couple ', ' Classic Room ', ' Stayed 5 nights ']"
256,9.1,6,949,16,2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
315,7.8,10,3773,12,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
170,8.3,17,1207,0,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
471,7,16,2937,2,2,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 2 nights ']"
190,8.8,0,2220,21,5,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
137,8.6,8,1179,41,3,"[' Leisure trip ', ' Group ', ' Deluxe Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
482,9,191,3158,19,5,"[' Leisure trip ', ' Couple ', ' Art Room with Iconic View ', ' Stayed 3 nights ']"
297,8.3,17,2027,56,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
76,8.2,40,1140,14,13,"[' Leisure trip ', ' Family with young children ', ' Connecting Double Rooms ', ' Stayed 1 night ']"
239,8.4,15,2349,24,23,"[' Leisure trip ', ' Travelers with friends ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
713,8.3,22,2826,24,1,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
404,8.6,54,1593,39,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
216,8.5,0,959,12,12,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
107,9,18,617,27,16,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ']"
